Invoice ID;Date;City;Gender;Customer type;Product line;Payment;Unit price;Quantity;Total;Gross margin percentage;Gross income;Rating
443-86-346;2026-09-26;Mandalay;Female;Member;Food and beverages;Credit card;123;10;1291,5;0,0479;61,86;7,3
890-87-672;2026-02-27;Naypyitaw;Female;Normal;Fashion accessories;Credit card;298;4;1251,6;0,0479;59,95;1,6
756-64-347;2026-04-29;Mandalay;Female;Normal;Food and beverages;Credit card;158;5;829,5;0,0479;39,73;1,8
641-81-197;2026-09-06;Yangon;Female;Member;Food and beverages;Ewallet;163;3;513,45;0,0479;24,59;2,3
245-57-822;2026-10-15;Mandalay;Male;Member;Food and beverages;Credit card;148;6;932,4;0,0479;44,66;3,8
656-63-803;2026-12-30;Yangon;Female;Normal;Food and beverages;Credit card;152;2;319,2;0,0479;15,29;2,7
304-44-292;2026-06-24;Yangon;Male;Normal;Home and lifestyle;Cash;397;9;3751,65;0,0479;179,7;5,1
797-76-611;2026-03-30;Yangon;Male;Normal;Food and beverages;Cash;106;1;111,3;0,0479;5,33;7,9
700-64-775;2026-09-15;Yangon;Male;Member;Home and lifestyle;Credit card;149;4;625,8;0,0479;29,98;5,2
214-12-661;2026-01-22;Naypyitaw;Male;Member;Electronic accessories;Credit card;1075;4;4515,0;0,0479;216,27;1,4
364-99-751;2026-01-25;Mandalay;Male;Normal;Health and beauty;Cash;46;6;289,8;0,0479;13,88;6,2
264-75-851;2026-08-19;Yangon;Female;Normal;Home and lifestyle;Credit card;408;2;856,8;0,0479;41,04;2,5
978-90-850;2026-09-08;Yangon;Male;Member;Food and beverages;Ewallet;63;1;66,15;0,0479;3,17;5,3
633-58-334;2026-10-24;Mandalay;Male;Member;Food and beverages;Credit card;64;1;67,2;0,0479;3,22;9,2
587-18-583;2026-11-08;Yangon;Female;Normal;Electronic accessories;Ewallet;55;6;346,5;0,0479;16,6;4,9
462-84-624;2026-05-02;Yangon;Male;Member;Home and lifestyle;Cash;16;9;151,2;0,0479;7,24;6,2
563-63-239;2026-01-08;Mandalay;Female;Member;Food and beverages;Credit card;183;5;960,75;0,0479;46,02;9,8
636-93-580;2026-02-25;Yangon;Male;Member;Food and beverages;Ewallet;177;4;743,4;0,0479;35,61;8,3
394-53-833;2026-11-20;Yangon;Female;Member;Food and beverages;Credit card;105;10;1102,5;0,0479;52,81;6,1
105-34-997;2026-09-22;Yangon;Female;Member;Food and beverages;Credit card;49;6;308,7;0,0479;14,79;7,1
376-23-426;2026-10-17;Yangon;Male;Member;Food and beverages;Credit card;162;9;1530,9;0,0479;73,33;6,2
463-84-453;2026-06-02;Mandalay;Male;Member;Food and beverages;Credit card;45;8;378,0;0,0479;18,11;1,1
581-54-746;2026-07-17;Yangon;Female;Normal;Food and beverages;Credit card;169;10;1774,5;0,0479;85,0;1,6
730-54-989;2026-01-22;Mandalay;Male;Normal;Food and beverages;Ewallet;36;6;226,8;0,0479;10,86;3,2
269-80-205;2026-06-26;Yangon;Male;Member;Food and beverages;Credit card;51;3;160,65;0,0479;7,7;3,4
820-31-900;2026-03-03;Mandalay;Female;Normal;Electronic accessories;Credit card;35;5;183,75;0,0479;8,8;6,3
731-77-252;2026-05-16;Yangon;Male;Normal;Food and beverages;Ewallet;42;4;176,4;0,0479;8,45;9,8
982-86-482;2026-02-01;Mandalay;Male;Member;Food and beverages;Cash;77;4;323,4;0,0479;15,49;3,8
215-95-578;2026-07-03;Yangon;Male;Normal;Home and lifestyle;Credit card;439;3;1382,85;0,0479;66,24;6,0
365-10-768;2026-08-20;Naypyitaw;Female;Member;Health and beauty;Credit card;168;8;1411,2;0,0479;67,6;5,6
855-28-954;2026-10-24;Mandalay;Male;Normal;Home and lifestyle;Credit card;242;4;1016,4;0,0479;48,69;6,7
361-10-764;2026-08-06;Yangon;Male;Normal;Food and beverages;Ewallet;58;5;304,5;0,0479;14,59;8,6
443-40-614;2026-03-15;Naypyitaw;Male;Normal;Health and beauty;Credit card;276;4;1159,2;0,0479;55,53;9,5
298-95-399;2026-05-07;Yangon;Female;Normal;Food and beverages;Ewallet;172;8;1444,8;0,0479;69,21;3,9
297-66-174;2026-01-14;Naypyitaw;Female;Normal;Health and beauty;Ewallet;160;2;336,0;0,0479;16,09;2,6
500-71-767;2026-04-25;Mandalay;Female;Member;Food and beverages;Ewallet;177;7;1300,95;0,0479;62,32;4,6
375-36-272;2026-04-05;Yangon;Female;Member;Food and beverages;Credit card;181;2;380,1;0,0479;18,21;5,8
703-48-254;2026-10-08;Yangon;Female;Member;Home and lifestyle;Ewallet;166;6;1045,8;0,0479;50,09;4,1
536-44-853;2026-07-16;Yangon;Female;Normal;Food and beverages;Ewallet;125;7;918,75;0,0479;44,01;5,9
108-25-818;2026-12-16;Mandalay;Female;Member;Health and beauty;Credit card;161;7;1183,35;0,0479;56,68;10,0
446-44-182;2026-06-06;Yangon;Male;Member;Electronic accessories;Cash;162;3;510,3;0,0479;24,44;8,2
281-78-982;2026-03-04;Mandalay;Female;Member;Food and beverages;Credit card;8;1;8,4;0,0479;0,4;5,3
846-97-776;2026-10-30;Yangon;Male;Member;Food and beverages;Cash;158;10;1659,0;0,0479;79,47;7,7
824-15-134;2026-06-19;Naypyitaw;Male;Member;Food and beverages;Ewallet;169;2;354,9;0,0479;17,0;9,8
840-58-123;2026-01-22;Yangon;Female;Normal;Food and beverages;Cash;35;2;73,5;0,0479;3,52;4,0
683-85-486;2026-09-11;Yangon;Female;Member;Food and beverages;Credit card;143;2;300,3;0,0479;14,38;1,9
571-49-108;2026-12-12;Naypyitaw;Male;Normal;Food and beverages;Credit card;144;9;1360,8;0,0479;65,18;1,2
739-76-801;2026-05-20;Yangon;Male;Normal;Sports and travel;Ewallet;198;9;1871,1;0,0479;89,63;4,0
412-54-208;2026-02-15;Yangon;Female;Normal;Food and beverages;Ewallet;137;3;431,55;0,0479;20,67;9,8
579-66-114;2026-10-31;Naypyitaw;Male;Member;Food and beverages;Credit card;137;10;1438,5;0,0479;68,9;3,5
229-11-736;2026-09-02;Naypyitaw;Male;Normal;Home and lifestyle;Cash;480;2;1008,0;0,0479;48,28;8,0
759-22-353;2026-10-13;Naypyitaw;Male;Normal;Food and beverages;Credit card;95;9;897,75;0,0479;43,0;4,3
358-49-534;2026-08-10;Mandalay;Male;Member;Food and beverages;Ewallet;47;10;493,5;0,0479;23,64;8,5
169-73-123;2026-07-31;Naypyitaw;Female;Normal;Food and beverages;Credit card;63;2;132,3;0,0479;6,34;9,5
989-48-957;2026-05-29;Yangon;Male;Normal;Food and beverages;Ewallet;115;3;362,25;0,0479;17,35;6,1
151-33-349;2026-11-30;Yangon;Female;Normal;Food and beverages;Cash;47;10;493,5;0,0479;23,64;6,5
269-44-836;2026-02-01;Yangon;Male;Normal;Food and beverages;Credit card;41;2;86,1;0,0479;4,12;9,0
787-94-656;2026-03-02;Yangon;Female;Normal;Food and beverages;Ewallet;87;9;822,15;0,0479;39,38;2,6
886-67-545;2026-10-05;Mandalay;Male;Normal;Food and beverages;Ewallet;166;6;1045,8;0,0479;50,09;6,7
980-88-427;2026-04-02;Mandalay;Female;Normal;Food and beverages;Ewallet;64;3;201,6;0,0479;9,66;2,5
468-60-200;2026-01-14;Yangon;Male;Normal;Food and beverages;Ewallet;20;2;42,0;0,0479;2,01;7,8
960-53-504;2026-10-09;Naypyitaw;Female;Member;Food and beverages;Cash;122;2;256,2;0,0479;12,27;5,4
186-68-428;2026-04-20;Yangon;Male;Member;Sports and travel;Ewallet;345;5;1811,25;0,0479;86,76;5,2
572-63-169;2026-12-14;Mandalay;Female;Member;Food and beverages;Credit card;51;7;374,85;0,0479;17,96;9,1
199-75-317;2026-05-29;Yangon;Female;Normal;Food and beverages;Cash;133;9;1256,85;0,0479;60,2;7,7
970-68-336;2026-07-10;Yangon;Male;Member;Food and beverages;Cash;71;1;74,55;0,0479;3,57;8,7
916-78-544;2026-03-22;Mandalay;Female;Normal;Food and beverages;Credit card;2;10;21,0;0,0479;1,01;8,5
892-10-777;2026-08-16;Mandalay;Male;Normal;Food and beverages;Cash;62;9;585,9;0,0479;28,06;4,3
981-65-434;2026-12-29;Yangon;Female;Normal;Sports and travel;Ewallet;256;4;1075,2;0,0479;51,5;6,9
158-41-991;2026-10-26;Yangon;Female;Normal;Fashion accessories;Ewallet;78;7;573,3;0,0479;27,46;5,6
202-91-550;2026-10-26;Yangon;Male;Member;Food and beverages;Cash;45;2;94,5;0,0479;4,53;2,0
431-26-952;2026-11-26;Mandalay;Female;Member;Food and beverages;Credit card;116;10;1218,0;0,0479;58,34;4,1
471-70-219;2026-01-04;Mandalay;Female;Member;Food and beverages;Ewallet;61;3;192,15;0,0479;9,2;1,1
910-98-908;2026-07-27;Naypyitaw;Male;Member;Food and beverages;Ewallet;181;9;1710,45;0,0479;81,93;6,0
597-89-702;2026-02-13;Yangon;Male;Member;Food and beverages;Ewallet;95;10;997,5;0,0479;47,78;6,7
645-90-229;2026-03-25;Naypyitaw;Female;Member;Food and beverages;Ewallet;177;2;371,7;0,0479;17,8;3,3
498-68-751;2026-06-01;Naypyitaw;Male;Normal;Sports and travel;Cash;63;6;396,9;0,0479;19,01;7,7
327-73-914;2026-06-25;Naypyitaw;Male;Normal;Food and beverages;Ewallet;189;10;1984,5;0,0479;95,06;1,4
547-19-833;2026-01-30;Mandalay;Male;Normal;Food and beverages;Cash;64;8;537,6;0,0479;25,75;1,4
335-33-794;2026-09-21;Mandalay;Female;Member;Home and lifestyle;Credit card;306;8;2570,4;0,0479;123,12;8,9
227-60-780;2026-03-05;Mandalay;Male;Member;Home and lifestyle;Ewallet;254;2;533,4;0,0479;25,55;9,9
410-73-551;2026-10-28;Yangon;Male;Normal;Food and beverages;Credit card;142;7;1043,7;0,0479;49,99;6,3
978-14-607;2026-05-11;Mandalay;Male;Member;Food and beverages;Ewallet;11;4;46,2;0,0479;2,21;7,5
148-69-282;2026-05-06;Mandalay;Male;Member;Fashion accessories;Ewallet;115;1;120,75;0,0479;5,78;8,9
592-61-405;2026-09-25;Mandalay;Female;Normal;Food and beverages;Credit card;16;1;16,8;0,0479;0,8;8,4
169-47-636;2026-01-12;Yangon;Female;Member;Food and beverages;Credit card;23;3;72,45;0,0479;3,47;3,1
229-58-302;2026-11-19;Naypyitaw;Male;Member;Home and lifestyle;Credit card;236;4;991,2;0,0479;47,48;9,2
745-20-864;2026-08-17;Yangon;Male;Member;Fashion accessories;Ewallet;154;7;1131,9;0,0479;54,22;7,2
761-84-840;2026-04-23;Mandalay;Male;Normal;Food and beverages;Credit card;154;1;161,7;0,0479;7,75;8,2
737-37-799;2026-10-26;Yangon;Male;Normal;Food and beverages;Credit card;170;6;1071,0;0,0479;51,3;1,6
771-98-560;2026-10-12;Mandalay;Female;Normal;Health and beauty;Ewallet;160;5;840,0;0,0479;40,24;4,6
505-59-849;2026-09-07;Yangon;Male;Member;Food and beverages;Credit card;158;4;663,6;0,0479;31,79;2,2
980-47-594;2026-08-23;Yangon;Female;Normal;Food and beverages;Credit card;46;4;193,2;0,0479;9,25;9,2
452-55-548;2026-01-05;Yangon;Male;Normal;Food and beverages;Credit card;99;3;311,85;0,0479;14,94;7,8
971-78-381;2026-08-01;Yangon;Female;Member;Sports and travel;Credit card;73;5;383,25;0,0479;18,36;8,2
346-73-494;2026-08-29;Yangon;Male;Normal;Food and beverages;Credit card;184;5;966,0;0,0479;46,27;4,3
305-42-248;2026-08-21;Mandalay;Female;Member;Food and beverages;Ewallet;40;9;378,0;0,0479;18,11;5,5
960-13-883;2026-06-18;Naypyitaw;Female;Normal;Fashion accessories;Credit card;111;8;932,4;0,0479;44,66;7,0
155-48-924;2026-02-04;Yangon;Male;Member;Sports and travel;Ewallet;343;6;2160,9;0,0479;103,51;1,0
925-22-883;2026-03-22;Naypyitaw;Male;Member;Food and beverages;Credit card;12;5;63,0;0,0479;3,02;1,6
139-97-120;2026-01-27;Mandalay;Male;Normal;Home and lifestyle;Credit card;282;3;888,3;0,0479;42,55;7,1
179-85-902;2026-06-24;Naypyitaw;Female;Member;Food and beverages;Credit card;5;7;36,75;0,0479;1,76;4,9
656-61-139;2026-03-15;Yangon;Female;Normal;Home and lifestyle;Cash;285;4;1197,0;0,0479;57,34;4,0
601-94-129;2026-12-26;Naypyitaw;Female;Member;Fashion accessories;Ewallet;178;6;1121,4;0,0479;53,72;7,7
914-14-204;2026-07-03;Naypyitaw;Female;Member;Food and beverages;Ewallet;151;8;1268,4;0,0479;60,76;9,8
876-97-737;2026-01-04;Yangon;Female;Member;Food and beverages;Credit card;7;3;22,05;0,0479;1,06;9,9
585-28-999;2026-11-01;Yangon;Female;Member;Electronic accessories;Ewallet;1045;10;10972,5;0,0479;525,58;8,8
446-16-884;2026-12-09;Mandalay;Male;Member;Home and lifestyle;Credit card;235;10;2467,5;0,0479;118,19;6,9
131-74-816;2026-09-22;Mandalay;Male;Normal;Food and beverages;Ewallet;91;3;286,65;0,0479;13,73;7,0
559-99-971;2026-05-12;Mandalay;Male;Member;Food and beverages;Credit card;158;8;1327,2;0,0479;63,57;8,6
356-96-248;2026-03-04;Mandalay;Male;Normal;Food and beverages;Credit card;5;10;52,5;0,0479;2,51;5,6
445-98-349;2026-02-02;Yangon;Female;Normal;Fashion accessories;Ewallet;272;5;1428,0;0,0479;68,4;2,2
982-68-968;2026-12-07;Yangon;Female;Normal;Food and beverages;Ewallet;40;9;378,0;0,0479;18,11;4,0
990-29-299;2026-06-28;Yangon;Male;Member;Home and lifestyle;Ewallet;225;3;708,75;0,0479;33,95;3,1
250-52-538;2026-12-23;Mandalay;Female;Normal;Food and beverages;Ewallet;122;8;1024,8;0,0479;49,09;4,8
370-75-785;2026-07-21;Yangon;Male;Normal;Food and beverages;Credit card;74;7;543,9;0,0479;26,05;8,1
683-24-657;2026-02-04;Yangon;Female;Member;Food and beverages;Ewallet;170;6;1071,0;0,0479;51,3;2,3
957-29-340;2026-06-10;Yangon;Female;Member;Home and lifestyle;Ewallet;72;5;378,0;0,0479;18,11;8,5
443-64-230;2026-04-20;Yangon;Female;Member;Food and beverages;Cash;74;4;310,8;0,0479;14,89;1,8
784-68-527;2026-07-17;Yangon;Female;Normal;Food and beverages;Ewallet;189;5;992,25;0,0479;47,53;9,1
873-31-616;2026-09-02;Yangon;Female;Member;Home and lifestyle;Credit card;142;4;596,4;0,0479;28,57;7,1
774-15-266;2026-12-22;Mandalay;Male;Member;Health and beauty;Ewallet;286;7;2102,1;0,0479;100,69;4,5
556-59-572;2026-11-14;Naypyitaw;Male;Normal;Food and beverages;Ewallet;117;5;614,25;0,0479;29,42;3,6
686-10-433;2026-05-26;Mandalay;Female;Member;Food and beverages;Credit card;35;2;73,5;0,0479;3,52;7,2
763-22-374;2026-02-24;Yangon;Male;Normal;Electronic accessories;Credit card;849;3;2674,35;0,0479;128,1;6,5
870-99-152;2026-04-10;Naypyitaw;Male;Normal;Health and beauty;Ewallet;95;5;498,75;0,0479;23,89;5,5
891-19-438;2026-11-16;Yangon;Male;Normal;Food and beverages;Ewallet;1;9;9,45;0,0479;0,45;3,9
488-72-792;2026-11-26;Mandalay;Female;Normal;Food and beverages;Credit card;7;2;14,7;0,0479;0,7;2,2
935-76-298;2026-01-11;Yangon;Female;Normal;Food and beverages;Cash;172;2;361,2;0,0479;17,3;5,1
293-28-643;2026-01-22;Yangon;Male;Normal;Sports and travel;Credit card;256;5;1344,0;0,0479;64,38;9,9
907-86-862;2026-09-08;Naypyitaw;Female;Member;Health and beauty;Ewallet;236;5;1239,0;0,0479;59,35;7,8
723-12-853;2026-01-24;Yangon;Female;Member;Electronic accessories;Cash;1277;5;6704,25;0,0479;321,13;5,9
567-65-437;2026-09-29;Yangon;Female;Normal;Health and beauty;Cash;167;1;175,35;0,0479;8,4;3,0
727-75-320;2026-07-08;Mandalay;Male;Member;Health and beauty;Credit card;191;10;2005,5;0,0479;96,06;9,9
969-33-668;2026-02-17;Mandalay;Female;Normal;Food and beverages;Ewallet;56;9;529,2;0,0479;25,35;9,5
456-36-382;2026-01-22;Naypyitaw;Female;Member;Sports and travel;Credit card;284;10;2982,0;0,0479;142,84;7,9
817-23-792;2026-12-21;Yangon;Male;Member;Food and beverages;Ewallet;176;1;184,8;0,0479;8,85;5,2
372-55-164;2026-06-04;Yangon;Male;Member;Sports and travel;Ewallet;33;10;346,5;0,0479;16,6;5,4
944-25-503;2026-04-19;Yangon;Female;Member;Food and beverages;Credit card;190;10;1995,0;0,0479;95,56;7,3
503-48-127;2026-08-29;Mandalay;Male;Member;Food and beverages;Credit card;39;3;122,85;0,0479;5,88;4,0
138-44-479;2026-03-10;Yangon;Female;Normal;Fashion accessories;Credit card;296;2;621,6;0,0479;29,77;9,4
466-52-277;2026-12-03;Yangon;Male;Normal;Food and beverages;Credit card;50;4;210,0;0,0479;10,06;1,3
896-75-606;2026-06-04;Mandalay;Male;Member;Food and beverages;Credit card;67;9;633,15;0,0479;30,33;9,9
245-54-305;2026-05-29;Yangon;Female;Member;Food and beverages;Credit card;163;9;1540,35;0,0479;73,78;3,0
844-25-813;2026-05-03;Yangon;Female;Member;Food and beverages;Ewallet;171;10;1795,5;0,0479;86,0;1,8
675-48-577;2026-01-07;Naypyitaw;Female;Member;Food and beverages;Credit card;116;7;852,6;0,0479;40,84;8,6
703-37-326;2026-12-07;Yangon;Male;Normal;Fashion accessories;Credit card;40;7;294,0;0,0479;14,08;10,0
440-88-580;2026-10-09;Mandalay;Female;Member;Food and beverages;Credit card;154;5;808,5;0,0479;38,73;3,3
626-61-993;2026-04-18;Yangon;Male;Member;Health and beauty;Credit card;229;1;240,45;0,0479;11,52;8,5
612-45-813;2026-08-02;Yangon;Male;Member;Fashion accessories;Credit card;281;5;1475,25;0,0479;70,66;5,6
424-96-524;2026-03-27;Mandalay;Female;Normal;Food and beverages;Ewallet;141;4;592,2;0,0479;28,37;9,9
587-57-723;2026-02-24;Mandalay;Female;Normal;Food and beverages;Ewallet;133;7;977,55;0,0479;46,82;6,9
868-59-268;2026-05-08;Yangon;Female;Member;Food and beverages;Credit card;131;2;275,1;0,0479;13,18;1,4
126-91-505;2026-01-04;Yangon;Female;Normal;Food and beverages;Credit card;138;9;1304,1;0,0479;62,47;7,2
183-33-537;2026-10-04;Yangon;Female;Normal;Sports and travel;Credit card;294;10;3087,0;0,0479;147,87;7,9
325-32-260;2026-06-18;Yangon;Female;Normal;Food and beverages;Ewallet;26;8;218,4;0,0479;10,46;8,9
595-34-555;2026-04-28;Mandalay;Female;Member;Food and beverages;Credit card;37;3;116,55;0,0479;5,58;6,3
908-37-730;2026-10-23;Mandalay;Female;Normal;Health and beauty;Ewallet;175;9;1653,75;0,0479;79,21;6,1
766-60-944;2026-12-09;Mandalay;Male;Normal;Food and beverages;Cash;145;6;913,5;0,0479;43,76;7,1
671-84-691;2026-02-07;Yangon;Male;Normal;Food and beverages;Ewallet;46;3;144,9;0,0479;6,94;8,3
456-61-535;2026-04-10;Naypyitaw;Male;Member;Food and beverages;Cash;166;5;871,5;0,0479;41,74;3,7
536-40-190;2026-07-01;Yangon;Female;Normal;Health and beauty;Ewallet;245;7;1800,75;0,0479;86,26;6,9
333-12-137;2026-06-22;Yangon;Female;Normal;Fashion accessories;Ewallet;107;9;1011,15;0,0479;48,43;9,0
259-92-566;2026-01-14;Mandalay;Male;Member;Fashion accessories;Ewallet;291;7;2138,85;0,0479;102,45;9,9
530-99-622;2026-11-18;Yangon;Male;Normal;Food and beverages;Credit card;183;10;1921,5;0,0479;92,04;5,8
508-47-486;2026-09-10;Yangon;Male;Member;Home and lifestyle;Ewallet;159;8;1335,6;0,0479;63,98;6,6
231-85-416;2026-07-25;Yangon;Female;Normal;Food and beverages;Ewallet;93;1;97,65;0,0479;4,68;7,6
513-86-285;2026-07-15;Mandalay;Female;Normal;Food and beverages;Credit card;141;2;296,1;0,0479;14,18;8,7
524-77-157;2026-04-26;Naypyitaw;Male;Member;Food and beverages;Credit card;130;4;546,0;0,0479;26,15;2,3
169-55-330;2026-12-04;Yangon;Male;Member;Food and beverages;Credit card;13;5;68,25;0,0479;3,27;3,8
405-79-501;2026-01-02;Yangon;Male;Member;Food and beverages;Credit card;172;9;1625,4;0,0479;77,86;6,1
455-79-278;2026-03-09;Naypyitaw;Female;Normal;Food and beverages;Credit card;128;4;537,6;0,0479;25,75;5,1
233-59-941;2026-07-19;Yangon;Female;Normal;Food and beverages;Credit card;141;10;1480,5;0,0479;70,92;1,8
838-30-598;2026-01-11;Mandalay;Male;Normal;Food and beverages;Credit card;9;1;9,45;0,0479;0,45;4,6
285-28-787;2026-05-01;Yangon;Female;Member;Food and beverages;Cash;151;1;158,55;0,0479;7,59;4,0
840-32-539;2026-09-30;Yangon;Male;Normal;Food and beverages;Ewallet;183;3;576,45;0,0479;27,61;2,4
130-65-515;2026-07-22;Naypyitaw;Male;Normal;Home and lifestyle;Cash;152;6;957,6;0,0479;45,87;8,7
232-37-948;2026-11-01;Yangon;Female;Member;Food and beverages;Ewallet;113;3;355,95;0,0479;17,05;2,7
580-30-773;2026-08-29;Naypyitaw;Female;Normal;Food and beverages;Ewallet;86;6;541,8;0,0479;25,95;7,6
338-80-503;2026-02-03;Mandalay;Female;Member;Food and beverages;Ewallet;120;4;504,0;0,0479;24,14;3,6
873-72-694;2026-06-09;Mandalay;Female;Normal;Food and beverages;Credit card;59;5;309,75;0,0479;14,84;9,7
354-96-520;2026-09-15;Yangon;Female;Normal;Food and beverages;Credit card;56;8;470,4;0,0479;22,53;2,7
156-45-195;2026-01-03;Mandalay;Male;Normal;Food and beverages;Credit card;93;9;878,85;0,0479;42,1;9,7
374-80-376;2026-08-20;Mandalay;Female;Normal;Electronic accessories;Credit card;376;6;2368,8;0,0479;113,47;4,8
990-81-802;2026-07-03;Yangon;Male;Normal;Food and beverages;Credit card;33;8;277,2;0,0479;13,28;8,4
899-62-177;2026-03-30;Mandalay;Female;Member;Food and beverages;Credit card;125;3;393,75;0,0479;18,86;2,9
953-91-609;2026-06-10;Yangon;Male;Normal;Food and beverages;Ewallet;121;6;762,3;0,0479;36,51;5,2
585-15-524;2026-09-13;Mandalay;Male;Member;Sports and travel;Cash;165;7;1212,75;0,0479;58,09;8,3
532-30-351;2026-12-30;Naypyitaw;Female;Normal;Food and beverages;Ewallet;146;7;1073,1;0,0479;51,4;4,8
768-80-556;2026-11-26;Mandalay;Female;Normal;Fashion accessories;Credit card;86;4;361,2;0,0479;17,3;7,4
177-35-680;2026-08-22;Yangon;Female;Member;Food and beverages;Ewallet;63;1;66,15;0,0479;3,17;6,4
208-69-481;2026-06-28;Mandalay;Female;Normal;Food and beverages;Ewallet;3;5;15,75;0,0479;0,75;2,7
900-24-719;2026-12-15;Yangon;Female;Normal;Fashion accessories;Credit card;280;4;1176,0;0,0479;56,33;6,1
904-27-174;2026-09-04;Mandalay;Female;Member;Food and beverages;Ewallet;75;3;236,25;0,0479;11,32;7,9
291-74-483;2026-09-27;Yangon;Female;Normal;Food and beverages;Cash;52;10;546,0;0,0479;26,15;3,9
374-34-980;2026-11-03;Naypyitaw;Male;Member;Home and lifestyle;Ewallet;422;4;1772,4;0,0479;84,9;8,8
465-78-392;2026-03-09;Yangon;Female;Normal;Sports and travel;Ewallet;315;1;330,75;0,0479;15,84;7,9
525-80-275;2026-02-12;Mandalay;Male;Normal;Food and beverages;Ewallet;130;5;682,5;0,0479;32,69;3,8
698-65-346;2026-10-28;Mandalay;Female;Normal;Electronic accessories;Ewallet;1067;10;11203,5;0,0479;536,65;8,5
722-48-248;2026-10-08;Yangon;Male;Normal;Food and beverages;Cash;69;3;217,35;0,0479;10,41;2,9
905-62-299;2026-01-31;Yangon;Male;Normal;Food and beverages;Cash;132;10;1386,0;0,0479;66,39;1,0
577-81-359;2026-02-14;Mandalay;Female;Normal;Home and lifestyle;Credit card;36;4;151,2;0,0479;7,24;7,3
894-85-293;2026-06-01;Naypyitaw;Male;Normal;Food and beverages;Ewallet;28;8;235,2;0,0479;11,27;8,6
729-61-496;2026-08-02;Mandalay;Male;Normal;Health and beauty;Credit card;190;2;399,0;0,0479;19,11;3,2
553-54-467;2026-05-18;Mandalay;Male;Member;Food and beverages;Cash;34;10;357,0;0,0479;17,1;3,2
426-92-355;2026-03-06;Yangon;Male;Normal;Health and beauty;Credit card;12;7;88,2;0,0479;4,22;6,5
697-72-481;2026-06-14;Yangon;Male;Normal;Home and lifestyle;Ewallet;20;2;42,0;0,0479;2,01;4,0
609-52-294;2026-09-10;Yangon;Male;Normal;Health and beauty;Cash;112;4;470,4;0,0479;22,53;4,2
134-61-649;2026-08-30;Naypyitaw;Male;Member;Food and beverages;Credit card;53;3;166,95;0,0479;8,0;8,3
337-55-913;2026-01-30;Mandalay;Male;Normal;Food and beverages;Cash;31;7;227,85;0,0479;10,91;9,9
437-20-876;2026-09-13;Yangon;Male;Member;Food and beverages;Credit card;63;7;463,05;0,0479;22,18;3,1
909-27-281;2026-05-29;Yangon;Male;Member;Food and beverages;Cash;164;7;1205,4;0,0479;57,74;1,2
622-25-635;2026-08-09;Mandalay;Male;Member;Food and beverages;Ewallet;146;2;306,6;0,0479;14,69;6,5
264-47-843;2026-11-23;Naypyitaw;Male;Member;Food and beverages;Ewallet;186;3;585,9;0,0479;28,06;4,6
853-81-160;2026-04-04;Naypyitaw;Male;Normal;Electronic accessories;Credit card;381;4;1600,2;0,0479;76,65;8,1
212-81-561;2026-04-02;Mandalay;Male;Member;Food and beverages;Cash;51;3;160,65;0,0479;7,7;8,8
439-77-397;2026-01-28;Mandalay;Female;Normal;Food and beverages;Credit card;140;5;735,0;0,0479;35,21;2,0
954-17-645;2026-12-17;Naypyitaw;Female;Normal;Home and lifestyle;Cash;495;2;1039,5;0,0479;49,79;7,3
529-37-254;2026-04-27;Mandalay;Female;Normal;Food and beverages;Ewallet;172;4;722,4;0,0479;34,6;1,7
268-85-401;2026-02-11;Yangon;Female;Member;Food and beverages;Credit card;21;8;176,4;0,0479;8,45;6,8
172-21-502;2026-11-30;Yangon;Male;Member;Food and beverages;Ewallet;121;1;127,05;0,0479;6,09;1,8
541-46-685;2026-11-19;Yangon;Female;Member;Health and beauty;Ewallet;24;8;201,6;0,0479;9,66;6,3
625-79-603;2026-08-04;Yangon;Female;Member;Health and beauty;Credit card;128;10;1344,0;0,0479;64,38;9,4
723-52-393;2026-07-06;Naypyitaw;Male;Member;Food and beverages;Cash;110;4;462,0;0,0479;22,13;7,6
404-40-489;2026-10-08;Yangon;Male;Normal;Home and lifestyle;Cash;70;7;514,5;0,0479;24,64;7,0
242-71-432;2026-08-19;Yangon;Female;Member;Food and beverages;Ewallet;62;10;651,0;0,0479;31,18;1,5
557-18-565;2026-06-10;Mandalay;Female;Normal;Food and beverages;Cash;132;8;1108,8;0,0479;53,11;7,8
155-26-286;2026-07-06;Mandalay;Male;Normal;Food and beverages;Ewallet;10;5;52,5;0,0479;2,51;5,8
923-12-511;2026-11-04;Naypyitaw;Female;Normal;Health and beauty;Ewallet;64;2;134,4;0,0479;6,44;1,7
967-39-211;2026-05-01;Mandalay;Female;Normal;Food and beverages;Ewallet;138;7;1014,3;0,0479;48,58;5,1
148-15-901;2026-04-27;Mandalay;Female;Normal;Food and beverages;Ewallet;107;5;561,75;0,0479;26,91;6,6
715-51-462;2026-02-10;Mandalay;Female;Member;Health and beauty;Ewallet;216;1;226,8;0,0479;10,86;6,4
781-96-628;2026-05-16;Mandalay;Male;Normal;Health and beauty;Ewallet;45;8;378,0;0,0479;18,11;1,4
144-19-340;2026-10-08;Mandalay;Female;Member;Food and beverages;Ewallet;58;10;609,0;0,0479;29,17;3,9
815-13-173;2026-04-21;Yangon;Male;Member;Food and beverages;Credit card;38;6;239,4;0,0479;11,47;3,1
